Ship Name,Year,Location,Cause,Lives Lost,Ship Value,Cargo Value,Vessel Type
Jeanette shipwreck (1933),1933,"Stone Harbor, NJ",Stranded,0,,,Motor vessel
Jefferson shipwreck (1882),1882,Barnegat Shoal,Grounded,0,20000.0,12000.0,Schooner 3 masted
Jefferson Davis shipwreck (1971),1971,Barnegat Light E 26 mi,Collision w/ Russian trawler,0,,,Freighter
Jenne shipwreck (1924),1924,Sandy Hook,Foundered,0,,,Motor vessel
Jennie A Shephard shipwreck (1870),1870,Sandy Hook,Stranded in fog,0,,,Schooner
Jennie Bell shipwreck (unknown),Unknown,Sandy Hook,Grounded,0,,,Schooner
Jennie Hall shipwreck (1889),1889,Sandy Hook SE 2 mi,Stranded,0,20000.0,20000.0,Schooner
Jennie R Tomlinson shipwreck (1897),1897,Barnegat Shoal NE 1.25,Grounded,0,10000.0,5000.0,Schooner
Jennie Thomas shipwreck (1908),1908,Sandy Hook E 300 mi,Abandoned,0,,,Schooner
Jennie Z shipwreck (1897),1897,Sandy Hook LSS N .75 mi,Stranded,0,700.0,,Schooner
Jenny (1798) shipwreck (1798),1798,Lower New York Bay,Lost,0,,,Merchantman
Jenny (1871) shipwreck (1871),1871,NJ Flats,Burned,0,,,Schooner
Jeremiah shipwreck (1876),1876,Barnegat,"Collision w/ ""P A Saunders""",0,,,Brig Half
Jerome shipwreck (1856),1856,Squan Inlet S 6.5 mi,Stranded,0,,,Brig
Jerome B Look shipwreck (1896),1896,Little Egg Harbor shoal,Grounded in gale,0,16000.0,,Schooner 3 masted
Jersey Belle shipwreck (1920),1920,Wildwood E 2 mi,Unknown,0,,,Cruiser steam
Jersey Blue shipwreck (1893),1893,"Bridgeport, NJ",Burned,0,,,Steamship
Jesse M Justis shipwreck (1842),1842,Absecon Beach,Capsized in wind,0,,,Schooner
Jesse W Starr shipwreck (1906),1906,Unknown,Unknown,0,,,Schooner
Jessica Heather shipwreck (2013),2013,Atlantic City Beach,Grounded; Capt fell asleep,0,,,Fishing boat
Jew shipwreck (1843),1843,Sandy Hook Point,Grounded,0,,,Schooner
Jewess shipwreck (1854),1854,Barnegat Beach,Stranded,0,,,Sidewheel steam
Jewett shipwreck (1864),1864,Brigantine Beach E .5 mi,Grounded,0,,,Steamship
Jim Crow shipwreck (1839),1839,Great Egg Harbor E 86 mi,Wrecked; Abandoned,0,,,Schooner
Joan La-Rie III shipwreck (1982),1982,Manasquan E 8.5 mi,Capsized from rogue wave,8,,,Charter fishing boat
Joanna shipwreck (1930),1930,"Sewaren, NJ",Burned,0,,,Motor vessel
Joe (1864) shipwreck (1864),1864,Sandy Hook,Grounded in gale,0,,,Steamship
Joe (1913) shipwreck (1913),1913,"Seabright, NJ",Foundered,0,50.0,,Launch
Joe Hooker (1885) shipwreck (1885),1885,Sandy Hook Point,Stranded in fog,0,6000.0,425.0,Schooner Fishing
Joe Hooker (1887) shipwreck (1887),1887,Unknown,Unknown,0,,,Schooner
Joel B Sutherland shipwreck (1837),1837,At sea,Abandoned,0,,,Sloop
Johan Lang shipwreck (1877),1877,Hereford Inlet,Wrecked,0,10000.0,,Bark
Johanna Lang shipwreck (1867),1867,Pecks Beach,Stranded in storm,18,,,Bark
Johannah T shipwreck (1932),1932,"Long Branch, NJ",Burned,0,,,Yacht motor
John (1771) shipwreck (1771),1771,Sandy Hook,Stranded,0,,,Sloop
John (1777) shipwreck (1777),1777,Delaware River,Burned & Stripped,0,,,Brigantine
John (1790) shipwreck (1790),1790,Delaware River,Wrecked,0,,,Merchantman
John (1870) shipwreck (1870),1870,Atlantic City,Stranded,0,,,Schooner
John A Briggs shipwreck (1909),1909,Barnegat,Foundered,6,,,Schooner - Barge
John A Griffin shipwreck (1885),1885,Barnegat,In distress in gale,0,,,Schooner
John A Hill shipwreck (1903),1903,Unknown,Unknown,0,,,Steamship
John A Lingo shipwreck (1909),1909,Townsends Inlet South bar,Foundered,0,4000.0,800.0,Schooner
John A McKie shipwreck (1899),1899,Ship Bottom LSS N 1.5 mi,Stranded in fog,0,4000.0,6000.0,Schooner
John A Morgan shipwreck (1884),1884,Sandy Hook,Collision,0,,,Steamship
John A Stanley shipwreck (1859),1859,Squan Inlet S 6 mi,Stranded,0,,,Schooner
John A Warner shipwreck (1911),1911,"Trenton, NJ",Foundered,0,,,Unknown
John Albert Smith shipwreck (1874),1874,Cape May E 100 mi,"Collision w/ ""Isaac Rich""",0,,,Schooner
John and Elizabeth shipwreck (1862),1862,Long Beach Island,Grounded,0,,,Brig
John and Jane shipwreck (1766),1766,Cape May S 12 mi,Grounded in gale,0,,,Sloop
John and Mary shipwreck (1932),1932,Cape May,Foundered,0,,,Fishing boat
John and Richard (1768) shipwreck (1768),1768,Cape May S 20 mi,Grounded,0,,,Brig
John and Richard (1844) shipwreck (1844),1844,Cape May,Grounded,0,,,Schooner
John Anna (1879) shipwreck (1879),1879,Little Egg Inlet,Grounded in gale,0,2000.0,500.0,Schooner
John Anna (1883) shipwreck (1883),1883,Corsons Inlet bar,Stranded,0,2000.0,500.0,Schooner
John Anna (1884) shipwreck (1864),1864,Great Egg Harbor Inlet,Stranded,0,1600.0,,Schooner
John Anna (1894A) shipwreck (1894),1894,Corsons Inlet bar,Stranded,0,1000.0,500.0,Schooner
John Anna (1894B) shipwreck (1894),1894,Corsons Inlet bar,Stranded,0,1000.0,550.0,Schooner
John Anna (1895) shipwreck (1895),1895,Great Egg LSS S 2 mi,Stranded,0,500.0,150.0,Schooner
John B Biemiller shipwreck (1910),1910,Long Beach LSS S 1.5 mi,Grounded,0,40000.0,35000.0,Schooner
John B Connor shipwreck (1883),1883,Barnegat Inlet South Jetty,Grounded,0,,,Schooner
John B Coyle shipwreck (1896),1896,Hereford Inlet LSS SE 1 mi,Stranded; Captain error,0,38000.0,5000.0,Schooner
John B Manning shipwreck (1913),1913,Barnegat E 6 mi,"Collision w/ ""Buenos Aires""",0,18000.0,15000.0,Schooner
John B Moreau shipwreck (1856),1856,Little Egg Harbor,Stranded,0,,,Schooner
John B Myers shipwreck (1872),1872,Barnegat,"Collision w/ ""Belle R Hull""",0,,,Schooner
John Bossert shipwreck (1916),1916,"Seabright, NJ",Burned,1,,,Schooner
John C Bowers shipwreck (1860),1860,Barnegat Inlet,Stranded,0,,,Schooner
John C Cottingham shipwreck (1880),1880,Sandy Hook ESE 30 mi,In distress; Leaking,0,,,Schooner 3 masted
John C Jackson shipwreck (1860),1860,Squan Inlet,Stranded,0,,,Schooner
John C Wells shipwreck (1854),1854,Cape May,Collision w/ unknown schooner,0,,,Schooner
John Cadwalader shipwreck (1876),1876,Sandy Hook SE 80 mi,"Collision w/ ""O M Marrett""",0,,,Schooner
John Collins shipwreck (1870),1870,Squan Inlet S 5.5 mi,Wrecked,0,,,Schooner
John D Jones No 15 shipwreck (1871),1871,Sandy Hook,"Collision w/ ""City of Washington""",0,,,Pilot boat
John D Paige shipwreck (1894),1894,Sandy Hook Point,Grounded,0,6000.0,1250.0,Schooner 3 masted
John E Berwind shipwreck (1902),1902,Sandy Hook Lightship E 11 mi,Foundered,0,,,Tug to yacht
John E Dailey shipwreck (1880),1880,Sandy Hook East Beach,Sank,0,,,Schooner
John E Moore shipwreck (1896),1896,Sandy Hook Romer Shoal,Stranded,0,,,Paddlewheel Steamer
John F Dunphy shipwreck (1919),1919,"Communipaw, NJ","Collision w/ ""Lester A Forsyth""",0,,,Steamship
John F Kranz (1896) shipwreck (1896),1896,Barnegat outer shoal,Grounded,0,6000.0,,Schooner
John F Kranz (1903) shipwreck (1903),1903,Mantaloking Beach N .25 mi,Stranded,0,5000.0,1600.0,Schooner
John F McIlvane shipwreck (1923),1923,Egg Harbor bar,Stranded,0,4000.0,3800.0,Barge
John Farnum shipwreck (1855),1855,Squan Inlet S .7 mi,Grounded,0,,,Bark
John Frederick shipwreck (1857),1857,Sandy Hook,Grounded,0,,,Schooner
John G Faxon shipwreck (1854),1854,Sandy Hook E 75 mi,Abandoned,0,,,Schooner
John Gibson shipwreck (1877),1877,Egg Harbor NW 6 mi,"Collision w/ ""L N Lovell""",0,,,Steamship
John H Buttrick shipwreck (1899),1899,Bonds LSS S 2 mi,Grounded,0,20000.0,17045.0,Schooner
John H Hudler shipwreck (1924),1924,"Hackensack, NJ",Foundered,0,,,Steamship
John H May shipwreck (1912),1912,Sandy Hook S 3 mi,Stranded,0,5000.0,7000.0,Schooner 3 masted
John H Winstead shipwreck (1927),1927,Sea Girt Light E 4 mi,Foundered,0,,,Schooner - Barge
John Howard shipwreck (1872),1872,New Jersey coast,Stranded,0,,,Schooner
John J Bailey shipwreck (1856),1856,Deal Beach,Capsized,0,,,Schooner
John J Howlett shipwreck (1910),1910,"Cramer Hill, NJ",Burned,0,,,Schooner
John Johnson (1889) shipwreck (1889),1889,Hereford Inlet,Stranded,0,8000.0,2000.0,Schooner
John Johnson (1898) shipwreck (1898),1898,Harvey Cedars S 2 mi,Waterlogged; Abandoned,0,3000.0,2500.0,Schooner
John K Shaw shipwreck (1884),1884,Deal Beach E 4 mii,"Collision w/ ""Newport""",0,3000.0,2500.0,Schooner
John L shipwreck (1946),1946,Atlantic City E 8 mi,Foundered,0,,,Motor vessel
John L Darling shipwreck (1863),1863,Squan Inlet,"Collision w/ ""Ocean Queen""",0,,,Schooner
John L Martino shipwreck (1928),1928,Ocean City E 14 mi,Abandoned,0,,,Schooner 3 masted
John L Tracey shipwreck (1879),1879,Cape May Fishing Creek N 8 mi,Stranded,0,,,Schooner
John Lancaster shipwreck (1873),1873,Cape May E 6 mi,Foundered,0,,,Schooner
John Leach shipwreck (1879),1879,Brigantine Shoal,In distress,0,,,Sloop
John M Broomall shipwreck (1899),1899,Little Egg LSS E 1.5 mi,Stranded,0,1000.0,200.0,Schooner
John Manlove shipwreck (1850),1850,"Long Branch, NJ",Grounded,0,,,Schooner
John Manning (1894) shipwreck (1894),1894,Little Egg Harbor LSS N 1 mi,Stranded,0,500.0,150.0,Sloop
John Manning (1931) shipwreck (1931),1931,Ambrose Lightship SE,Foundered,0,,,Schooner 3 masted
John Marvin shipwreck (1992),1992,Atlantic City E 13 mi,Foundered; Sank,0,600000.0,,Clam boat
John Masser shipwreck (1876),1876,Unknown,Unknown,0,,,Schooner
John McKeon shipwreck (1839),1839,Unknown,Lost in hurricane,6,,,Pilot boat
John Minturn shipwreck (1846),1846,Squan Beach,Stranded in gale,39,,84000.0,Packet Square Rigger
John Morgan shipwreck (1943),1943,"Cape Henry, VA",Unknown,0,,,Freighter Liberty
John Mosser (1876) shipwreck (1876),1876,Hereford Inlet South bar,Stranded,0,7000.0,500.0,Schooner
John Mosser (1883) shipwreck (1883),1883,Hereford Inlet E 1 mi,Stranded in fog,0,4000.0,3500.0,Schooner
John N Colby shipwreck (1877),1877,Barnegat,Damaged in gale,0,,,Schooner
John N Winstead shipwreck (unknown),Unknown,Manasquan Inlet SE 3 mi,Sank,0,,,Barge
John Pierce shipwreck (1911),1911,Little Egg LSS SW .5 mi,Grounded,0,29000.0,500.0,Schooner
John Proctor shipwreck (1879),1879,Sandy Hook SE 25 mi,Capsized,2,,,Schooner
John Q Adams shipwreck (1854),1854,Little Egg Harbor bar,Grounded,0,,,Schooner
John R Bergen shipwreck (1906),1906,Unknown,Unknown,0,,,Schooner
John R Fell (1892) shipwreck (1892),1892,Highlands E 6 mi,Damaged in gale,0,14300.0,4000.0,Schooner 3 masted
John R Fell (1898) shipwreck (1898),1898,New Jersey coast,Damaged in storm,0,5000.0,2000.0,Schooner 3 masted
John R Fell (1901) shipwreck (1901),1901,Barnegat NE 5 mi,"Collision w/ ""Lucas Wheatley""",0,5000.0,6500.0,Schooner 3 masted
John R Williams shipwreck (1942),1942,Cape May,Unknown,0,,,Tug
John Roach shipwreck (1881),1881,Absecon Inlet South bar,Stranded in ice,0,2200.0,,Schooner
John Rowlett shipwreck (1839),1839,Cape May Light W 4 mi,Grounded,0,,,Schooner
John Russell shipwreck (1901),1901,Cold Spring E 2.5 mi,Stranded,0,10000.0,1800.0,Schooner
John S Detweiler shipwreck (1873),1873,Barnegat,Stranded,0,,,Schooner
John S Ingraham shipwreck (1879),1879,Sandy Hook Flynns Knoll,Stranded,0,,,Schooner 3 masted
John S Smith shipwreck (1877),1877,Scotland Lightship,"Collision w/ pilot boat ""Mary E Fish #4""",0,,,Tug steam
John Sherwood shipwreck (1886),1886,Chadwick SE .5 mi,Stranded,0,5000.0,1000.0,Brig
John Silliman shipwreck (1859),1859,Corsons Inlet,Stranded,0,,,Schooner
John Stradley shipwreck (1875),1875,Cape May Steamboat Landing,Foundered,0,,,Schooner
John T Long shipwreck (1886),1886,Seabright LSS N 1.25 mi,Stranded,0,800.0,,Schooner
John T Neary shipwreck (1813),1813,Deal Beach,Driven ashore by British Cruiser,0,,,Schooner
John Taylor shipwreck (1884),1884,Cape May LSS NW 1.5 mi,Grounded in gale,0,1000.0,,Steamship
John Thompson shipwreck (1868),1868,Hereford Inlet,Stranded,0,,,Schooner
John W Broomall shipwreck (1900),1900,East Rockaway Bay Debbs Inlet,Stranded,0,1200.0,1014.0,Schooner
John W Fox (1885) shipwreck (1885),1885,Great Egg Harbor,Dismasted in storm,0,,,Schooner
John W Fox (1886) shipwreck (1886),1886,Absecon Inlet,Stranded,0,8000.0,500.0,Schooner
John W Fox (1888) shipwreck (1888),1888,Absecon Inlet,Stranded,0,6000.0,600.0,Schooner
John W Fox (1893) shipwreck (1893),1893,Absecon Inlet,Grounded,0,5000.0,,Schooner
John W Fox (1899) shipwreck (1899),1899,Great Egg LSS WSW .75 mi,Stranded,0,3000.0,480.0,Schooner
John W Fox (1900) shipwreck (1900),1900,Shark River NE 20 mi,Stranded,0,2500.0,400.0,Schooner
John W Garrett shipwreck (1918),1918,Delaware River,Collision w/ launch,3,,,Steamship
John W Hall Jr shipwreck (1885),1885,Highlands of Navesink,Lost spars in squall,0,,,Schooner
John W Hunt shipwreck (1873),1873,Barnegat,Lost main boom in gale,0,,,Brig Half
John W Linnel shipwreck (1896),1896,Avalon LSS E 1 mi,Stranded,0,32000.0,,Schooner
John Willets shipwreck (1853),1853,Absecon beach,Stranded,1,,,Schooner
John Winton shipwreck (1846),1846,Squan Beach,Capsized,0,,,Schooner
John Wurts shipwreck (1846),1846,Woodlands,Filled with water,0,,,Schooner
Joker II shipwreck (1920),1920,Cape May,Foundered,0,,,Motor vessel gas
Jonathan Bourne shipwreck (1886),1886,Absecon,"Collision w/ ""Celina""",0,,,Schooner
Jonathan Sawyer shipwreck (1896),1896,Sandy Hook SE .75 mi,Stranded,0,12000.0,30000.0,Schooner 3 masted
Jonesport shipwreck (1937),1937,Unknown,Unknown,0,,,Barge
Jordan (1878) shipwreck (1878),1878,Corsons Inlet bar,Grounded,0,,,Sloop
Jordan (1887) shipwreck (1887),1887,Barnegat Light,Grounded,0,1000.0,100.0,Sloop
Jordan (1898) shipwreck (1898),1898,Great Egg  LSS WSW 2 mi,Stranded,0,1000.0,230.0,Sloop
Jose E More shipwreck (1885),1885,Barnegat SE 8 mi,"Collision w/ ""Pomona""",0,,,Bark
Joseph Allen (1907) shipwreck (1907),1907,Little Egg LSS SE .75 mi,Stranded,0,2500.0,500.0,Schooner
Joseph Allen (1910) shipwreck (1910),1910,Little Egg Harbor LSS N 1 mi,Grounded,0,2000.0,700.0,Schooner
Joseph and Franklin shipwreck (1881),1881,Hereford Inlet,"Collision w/ ""Pottsville""",0,158000.0,,Schooner
Joseph Banigan shipwreck (1891),1891,Long Branch LSS N .25 mi,Stranded in fog,1,7500.0,4500.0,Brig
Joseph Crandall shipwreck (1865),1865,"Long Branch, NJ",Wrecked,0,,,Schooner
Joseph E Hooper shipwreck (1945),1945,Fenwick Island SE 1.5 mi,Unknown,0,,,Schooner - Barge
Joseph Eastburn (1825) shipwreck (1825),1825,Cape May,Grounded in gale,0,,,Brig
Joseph Eastburn (1826) shipwreck (1826),1826,Cape May,Lost anchors & cables,0,,,Brig
Joseph F Baker shipwreck (1881),1881,Townsends Inlet South bar,Stranded,0,2500.0,,Schooner
Joseph F Loubat #16 shipwreck (1888),1888,Sandy Hook bar,"Collision w/ ""Santiago""",0,,,Pilot schooner
Joseph Fish shipwreck (1877),1877,Sandy Hook E 70 mi,Damaged in gale,0,,,Ship
Joseph Holmes (1867) shipwreck (1867),1867,"Surf City, Great Swamp",Stranded,2,,,Schooner
Joseph Holmes (1868) shipwreck (1868),1868,Squan Beach,Stranded,3,,,Schooner
Joseph Huddle shipwreck (1873),1873,Pecks Beach,Stranded,0,20000.0,3000.0,Huddle
Joseph J Pharo (1888) shipwreck (1888),1888,Cape Henlopen E 6 mi,Lost anchors in storm,0,5000.0,,Schooner 3 masted
Joseph J Pharo (1889) shipwreck (1889),1889,Sandy Hook SE 16 mi,"Collision w/ ""Colunia""",0,5000.0,1100.0,Schooner 3 masted
Joseph James shipwreck (1860),1860,Squan Inlet S 9.5 mi,Stranded,0,,,Schooner
Joseph L Bewley shipwreck (1867),1867,Barnegat Inlet N,Unknown,0,,,Schooner
Joseph Long shipwreck (1870),1870,Deal Beach,Stranded,3,,,Schooner
Joseph P Cake shipwreck (1878),1878,Hereford Light SW,Foundered,0,4000.0,6000.0,Schooner
Joseph Porter shipwreck (1889),1889,Absecon bar,Struck bar,0,5000.0,1500.0,Schooner
Joseph T Brenan shipwreck (1929),1929,Unknown,Burned,0,,,Motor vessel gas
Joseph W Pharo shipwreck (1856),1856,Cape May Beach,Unknown,0,,,Schooner
Joseph W Webster shipwreck (1864),1864,Long Beach Island,Grounded,0,,,Schooner
Joseph Weir shipwreck (1871),1871,Long Beach Island,Leaking; Abandoned,0,,,Bark
Josephine (1840) shipwreck (1840),1840,Two Mile Beach,Unknown,0,,,Schooner
Josephine (1855) shipwreck (1855),1855,Absecon Beach,Grounded,0,,,Schooner
Josephine (1886) shipwreck (1886),1886,Hereford Light,"Collision w/ ""A P Nowell""",0,16000.0,800.0,Schooner
Josephine (1898) shipwreck (1898),1898,Absecon E,Damaged in storm,0,12000.0,,Schooner
Josiah J Johnson shipwreck (1869),1869,Unknown,"Collision w/ ""Wanata""",0,,,Pilot boat
Josie R Burt shipwreck (1911),1911,Bonds LSS NE 25 mi,Foundered,0,12000.0,2000.0,Schooner
Judge Baker (1851) shipwreck (1851),1851,Barnegat,Capsized,0,,,Schooner
Judge Baker (1855) shipwreck (1855),1855,Squan Inlet S 1 mi,Foundered,5,,,Schooner
Judge Hitchcock shipwreck (1846),1846,Long Beach Island,Grounded,0,,,Schooner
Juiniata shipwreck (1902),1902,Sandy Hook,Foundered in snow storm,0,18000.0,6000.0,Schooner 3 masted
Julia (1841) shipwreck (1841),1841,"Point Pleasant, NJ",Grounded,0,,,Bark
Julia (1870) shipwreck (1870),1870,Seabright LSS,Wrecked,0,,,Schooner
Julia (1882) shipwreck (1882),1882,Barnegat Inlet,Grounded in storm,0,800.0,125.0,Schooner
Julia (1884) shipwreck (1884),1884,Brigantine S 7th St,Stranded,0,,,Brig
Julia A Berkele shipwreck (1879),1879,Barnegat LSS ENE 1 mi,Stranded,0,,,Schooner
Julia A Berkele shipwreck (1899),1899,Ocean City LSS E 1 mi,Stranded,0,2500.0,,Schooner
Julia A Crawford shipwreck (1884),1884,Tathams Beach,Stranded,0,2000.0,,Schooner
Julia A Reid shipwreck (1881),1881,Absecon Inlet South bar,Stranded,0,1000.0,,Sloop
Julia A Rider shipwreck (1874),1874,Five Fathoms Bank Lightship SE 30 mi,Leaking; Abandoned,0,,,Schooner
Julia No 15 shipwreck (1856),1856,Sandy Hook,"Collision w/ ""Anthony B Neilson""",0,,,Pilot boat
Julia R Dempsey shipwreck (1913),1913,"Winter Quarter Lightship, NJ",Foundered,0,,,Schooner
Julian Nelson shipwreck (1890),1890,Turtle Gut Inlet North bar,Stranded,0,6000.0,4000.0,Schooner
Julie shipwreck (1881),1881,Absecon LSS ENE .5 mi,Leaking badly,0,,,Schooner
Julien shipwreck (1888),1888,Sandy Hook Romer Shoal,Stranded,0,10000.0,8000.0,Schooner
Julius Caesar shipwreck (1833),1833,Barnegat Inlet S 5 mi,Stranded,0,,,Sailing ship
Juniata shipwreck (1889),1889,"Penns Grove, NJ",Burned,0,,,Unknown
Junius shipwreck (1817),1817,Cape May,Blown out to sea,0,,,Brig
Juno (1802) shipwreck (1802),1802,Cape May E 20 mi,Unknown,0,,,Frigate
Juno (1841) shipwreck (1841),1841,Brigantine Beach East end,Stranded in gale,0,,,Schooner
Juno (1916) shipwreck (1916),1916,Little Egg Inlet,Stranded in snow storm,0,310000.0,,Steamship
Jupiter (1769) shipwreck (1769),1769,Sandy Hook Horseshoe Cove,Stranded; sank,0,,,Brig
Jupiter (1783) shipwreck (1783),1783,Cape May,Lost in gale,2,,,Merchantman
Jurgen Wilhelm shipwreck (1857),1857,Brigantine Shoal,Stranded,0,,,Brig
Just Us shipwreck (1976),1976,Brigantine Beach E 2 mi,Foundered,0,2800.0,,Yacht motor
K-64 shipwreck (1943),1943,Island Beach,"Collision w/ ""K-7"" in fog",8,,,Blimp
Kaieteur shipwreck (1879),1879,Brigantine Shoal,Stranded,0,,,Bark steamer
Kaiser Wilhem Der Grosse shipwreck (1900),1900,"Hoboken, NJ",Burned,0,,,Passenger cargo ship
Kamikawa Maru shipwreck (1966),1966,Ambrose Lightship,"Collision w/ ""Nordvind""",0,,,Freighter
Kanised shipwreck (1922),1922,"Morris Heights, NJ",Burned,0,,,Yacht
Karina T shipwreck (1962),1962,Barnegat,Missing in gale,7,,,Fishing boat
Karlanna shipwreck (1920),1920,Cold Spring Inlet,Stranded,0,,,Steamship
Karnak shipwreck (1966),1966,Surf City 12th Street,Grounded,0,,,Sailboat
Katahdin shipwreck (1894),1894,Cape May Prissy Wicks Shoal,Stranded,0,2000.0,1800.0,Brig
Kate shipwreck (1879),1879,Loveladies,Stranded,0,,,Sloop
Kate Becker shipwreck (1883),1883,Absecon Inlet North shoal,Stranded,0,700.0,100.0,Sloop
Kate Brigham shipwreck (1864),1864,"Highlands, Wardells Beach S 1 mi",Grounded,0,,,Schooner
Kate Dyer shipwreck (1866),1866,Fire Island S 10 mi,"Collision w/ ""Scotland""",0,,,Ship
Kate E Gifford shipwreck (1883),1883,Sandy Hook NW 1 mi,Stranded,0,12000.0,2500.0,Schooner
Kate E Morse shipwreck (1889),1889,Delaware Bay,Lost,0,,,Schooner
Kate Foster shipwreck (1891),1891,New Jersey coast,Unknown,0,,,Schooner
Kate Kallahan shipwreck (1888),1888,Little Egg Harbor S 2 mi,Stranded,0,2500.0,1600.0,Schooner
Kate Lawson shipwreck (1874),1874,Sandy Hook,"Collision w/ ""Wyoming""",0,,,Schooner
Kate Markee shipwreck (1890),1890,Spermaceti Cove LSS S 1.5 mi,Stranded,7,12000.0,28000.0,Schooner
Kate Newman shipwreck (1880),1880,Monmouth Beach E 2 mi,"Collision w/ ""Stephen Harding""",4,,,Schooner
Kate Rommal shipwreck (1875),1875,Sandy Hook W,Stranded,0,12000.0,36178.0,Schooner
Kate Smith shipwreck (1871),1871,Little Egg Harbor N 5 mi,Stranded,9,,,Bark
Katharine Jackson shipwreck (1848),1848,Squam Beach,Stranded,0,,,Sailing ship
Katherine & Mary shipwreck (1955),1955,NJ Coast E 35 mi,Unknown,0,,,Scow
Katherine Dempsey (1910) shipwreck (1910),1910,Spring Lake,Waterlogged,0,10000.0,10000.0,Barge
Katherine Dempsey (1917) shipwreck (1917),1917,Beach Haven,Foundered in storm,0,25000.0,,Barge
Kathleen shipwreck (1931),1931,Sea Isle City,Stranded,0,,,Motor vessel
Kathleen W shipwreck (1911),1911,"Jersey City, NJ",Explosion,6,,,Steamship
Katie shipwreck (1903),1903,Little Beach E .75 mi,Damaged; Abandoned,0,100.0,,Catboat
Katie C Rich shipwreck (1874),1874,Brigantine Shoal,Grounded,0,,,Schooner
Katie G Robinson shipwreck (1894),1894,Absecon Inlet South bar,Stranded,0,4000.0,1000.0,Schooner
Katie Louisa shipwreck (1903),1903,"Highlands, NJ",Foundered,0,,,Sloop
Katie Ranger shipwreck (1887),1887,Absecon,Foundered,0,,,Schooner
Katleen Riggin shipwreck (1971),1971,Wildwood SE 3 mi,Burned,0,,,Motor vessel
