shipsName,shipsOwner,yearBuilt,vesselType,dateLost,year,month,day,latitude,longitude,locationLost,causeOfLoss,departurePort,destinationPort
Quaker City,George Harrington,1943,Large Landing Craft,3/7/1962,1962.0,3,7,39.37632,-74.45894,"ICW Atlantic City, NJ",Stranded in storm,,
Quango (1862),B D Archibald & Co.,1860,Brig,6/5/1862,1862.0,6,5,,,Squan Inlet S 6 mi,Grounded,,"New York, NY"
Quango (1865),B D Archibald & Co.,1860,Brig,10/11/1865,1865.0,10,11,,,"Cape Ann, MA East",Leaking badly,"New York, NY","Cow Bay, CB"
Quarterdeck Club,William Scott,,Barge,6/20/1963,1963.0,6,20,39.984611,-74.076186,Monterey Beach Lavallette,Stranded on shore,,
Quebec,,1867,Bark,4/5/1886,1886.0,4,5,,,Barnegat SE 15 mi,"Collision w/ ""Alvega""","Antwerp, Belgium","New York, NY"
Queen (1850),,,Steamship,1850,1850.0,,,40.06623,-74.00453,Bay Head E 2 mi,,,
Queen (1870),,1861,Steamship,4/5/1870,1870.0,4,5,,,Sandy Hook,,"Liverpool, England","New York, NY"
Queen (1886),,,Dredge,9/9/1886,1886.0,9,9,,,Sandy Hook,"Collision w/ ""City of Alexandria""",,
Queen City (1907),,,Steamship,3/13/1907,1907.0,3,13,,,Absecon Inlet outer bar,Stranded,,
Queen City (1910),,1906,Charter fishing boat,6/27/1910,1910.0,6,27,,,Hereford Inlet LSS ENE 1.5 mi,,,Fishing trip
Queen Louise,,1912,Steamship,2/7/1914,1914.0,2,7,,,Squan Inlet LSS N .25 mi,Stranded,"Swansea, Wales","New York, NY"
Queen of the East,,,Ship,1838 - 1878,1860.0,,,39.98056,-74.06079,Squan Inlet S 8.5 mi,Foundered,,
Quest,,1920,Clam boat,1969,1969.0,,,,,"Wildwood, NJ",Foundered,,Fishing service
Quevilly,Soc. Anon. de Quevilly,1897,Bark,1/28/1917,1917.0,1,28,,,Ambrose Lightship E,"Collision w/ ""Sampson""","Bordeaux, France","New York, NY"
R & S Corson (1875),R Corson,1866,Schooner,9/2/1875,1875.0,9,2,,,Brigantine Inlet,Stranded,"Boston, MA","Philadelphia, PA"
R & S Corson (1899),R Corson,1866,Schooner,7/16/1899,1899.0,7,16,,,Spring Lake LSS N 2 mi,Stranded,"Norfolk, VA","New York, NY"
R & T Hargraves,John F Allen,1891,Schooner,2/19/1903,1903.0,2,19,,,Atlantic City,"Collision w/ ""Eagle Wing""","Norfolk, VA","Providence, RI"
R A Fisher,,1867,Schooner,1/26/1898,1898.0,1,26,,,Long Beach Island,Foundered,"Philadelphia, PA","Boston, MA"
R A McGowan,,,Sloop,3/11/1884,1884.0,3,11,,,Hereford Inlet; Gull bar,Grounded,"Chesapeake Bay, VA","Rio Grande, NJ"
R B Leeds,,1872,Schooner,4/11/1907,1907.0,4,11,,,Atlantic City N .5 mi,Stranded,"Hampton, VA","Atlantic City, NJ"
R C A Ward,R C A Ward,1856,Schooner 3 masted,3/29/1877,1877.0,3,29,,,Barnegat,"Collision w/ ""H D Havens""",,
R C Fisher,,,Brig,4/19/1848,1848.0,4,19,,,Barnegat,Struck by lightening,"Apalachicola, FL","New York, NY"
R C Waldron,,,Schooner,7/27/1869,1869.0,7,27,,,Squan Beach,Wrecked,,
R Carlos Alberto,,,Schooner 3 masted,8/27/1869,1869.0,8,27,,,Seaside Heights,Stranded,,
R D Bibber (011906),Pendleton Bros,1884,Schooner 3 masted,1/23/1906,1906.0,1,23,,,Seabright LSS N 1.25 mi,Stranded,"Georgetown, SC","New York, NY"
R D Bibber (031906),Pendleton Bros,1884,Schooner 3 masted,3/12/1906,1906.0,3,12,,,Brigantine Shoal,Grounded,"New York, NY","Norfolk, VA"
R Flowers,,,Schooner,1838 - 1878,1860.0,,,,,Squan Inlet S 3.5 mi,Wrecked,,
R Fowler,Tracy,1856,Schooner,12/22/1867,1867.0,12,22,,,Barnegat Inlet North Shoal,Wrecked,"New York, NY","Baltimore, MD"
R G Magill,,1872,Schooner,4/14/1893,1893.0,4,14,40.10219,-74.02989,Squan Beach LSS S 1 mi,Stranded,"Choptank River, MD","Keyport, NJ"
R G Porter,A S Baker et al,1852,Schooner,1866,1866.0,,,,,Barnegat Inlet N 16 mi,Foundered,"Providence, RI","Philadelphia, PA"
R G Willard,,,Schooner,8/4/1869,1869.0,8,4,,,Squan Beach,Stranded,,
R H McCrystal,,,Yacht (Catboat ),10/6/1893,1893.0,10,6,,,Absecon Inlet North bar,Swamped; Capsized,"Absecon, NJ",Fishing trip
R M McCristol,,,Yacht,11/18/1877,1877.0,11,18,,,Atlantic City,Capsized,,
R M Price,,,Schooner,1838 - 1878,1860.0,,,,,Squan Inlet S 11.5 mi,Stranded,,
R P Resor,Standard Oil Co of NJ,1936,Tanker,2/27/1942,1942.0,2,27,39.79583,-73.43055,Barnegat Inlet E 32 mi,Torpedoed by U-578,"Houston, TX","Fall River, MA"
R R Walker,,,Schooner,8/21/1844,1844.0,8,21,,,Squan Beach,Grounded,,
R S Dean,,Metalled 1855,Schooner,12/7/1868,1868.0,12,7,,,Sickles Creek,Grounded,"Philadelphia, PA","Taunton, MA"
R S Graham (1879),Alex Harding,1871,Schooner,10/21/1879,1879.0,10,21,,,Sandy Hook SE 25 mi,"Collision w/ ""Martha Welsh""","Providence, RI","Baltimore, MD"
R S Graham (1883),Alex Harding,1871,Schooner,11/8/1883,1883.0,11,8,,,Cape May LSS S 1.5 mi,Stranded,"New York, NY","Philadelphia, PA"
R W Dillon,,,Schooner,12/5/1869,1869.0,12,5,39.11352,-74.70609,Townsends Inlet,Stranded,"Philadelphia, PA","New Haven, CT"
Race Rock,,1853,Schooner,12/24/1856,1856.0,12,24,,,Hereford Inlet bar,Grounded,"Philadelphia, PA","Fall River, MA"
Rachel C Rusell,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,,2/1865,1865.0,2,,,,,,"Great Egg Harbor, NJ","New York, NY"
Rachel S Miller,E B Wheaton & Co,1852,Schooner,3/4/1882,1882.0,3,4,,,"Ocean City, NJ",Stranded,"Norfolk, VA","Port Elizabeth, NJ"
Rachel Seaman,C Seaman,1861,Schooner,10/24/1884,1884.0,10,24,,,Cape May,"Collision w/ ""Harry Landell""","Philadelphia, PA","New Haven, CT"
Raena,,,Launch gas,7/31/1908,1908.0,7,31,39.75727,-74.07597,Barnegat LSS E 1.5 mi,Capsized ,,
Rainbow (1845),,,,1845,1845.0,,,,,Atlantic City,Foundered,,
Rainbow (1852),,,Schooner,12/8/1852,1852.0,12,8,,,Absecon Beach,Grounded; Capsized,"Beaufort, NC","New York, NY"
Rainbow (1852),,,Schooner,4/3/1852,1852.0,4,3,,,,Stranded,"Philadelphia, PA","New York, NY"
Rainbow (1853),,,Schooner,9/1853,1853.0,9,,,,Delaware Breakwater North side,Sank,"Philadelphia, PA","""An Eastern port """
Raleigh,,1872,Steamship,3/9/1927,1927.0,3,9,,,"Newark, NJ",Foundered,,
Rambler,,,Schooner,4/10/1838,1838.0,4,10,,,Delaware Bay,Capsized and sank,,
Ramos,T J Hooper,1919,Schooner - Barge,6/27/1933,1933.0,6,27,40.42416,-73.90166,"Spermaceti Cove, NJ",Foundered in collision,,
Ranald,Ranald SS Co,1878,Steamer cargo ,6/4/1901,1901.0,6,4,38.93353,-74.89837,Atlantic City E 1.5 mi,Cargo Shifted; Foundered,"Trinidad, BWI","New York, NY"
Randolph,,,Sloop,3/4/1841,1841.0,3,4,,,Squan Light,Stranded,,
Ranger (1883),,,Sloop,8/27/1883,1883.0,8,27,,,Cape May Point,Abandoned,,
Ranger (2003),Ruggierio Seafood,1982,Fishing trawler,2/5/2003,2003.0,2,5,,,Atlantic City E 80 mi,Sank,,
Rapid,,,Brig,6/11/1836,1836.0,6,11,,,Sandy Hook,Stranded,,
Rapidan (1870),,1866,Schooner,8/31/1870,1870.0,8,31,,,Absecon Beach,Dismasted; Stranded,"Staten Island, NY","York River, VA"
Rapidan (1887),,1866,Schooner,3/28/1887,1887.0,3,28,,,Monmouth Beach LSS S 1 mi,Stranded,"Fire Island, NY","Sandy Hook, NJ"
Raritan,,,Schooner/Sloop,11/7/1842,1842.0,11,7,,,Shrewsbury Inlet S,Stranded,,
Rattler,Jon B Kirk,1975,Yacht motor,9/9/1978,1978.0,9,9,,,Barnegat Light,Stranded,,
Rattlesnake,,,Brig,4/15/1780,1780.0,4,15,,,Deal Beach,Stranded & burned,"Boston, MA",
Raymond,,,,2/10/1843,1843.0,2,10,,,Great Egg Harbor,,"New Orleans, LA","New York, NY"
Raymond T McNally,James J McNally,1906,Barge,4/10/1929,1929.0,4,10,,,"Highlands, NJ",Foundered,"Fredericksburg, VA","Port Reading, NJ"
Re D'Italia,William Webb,1863,Frigate,12/28/1863,1863.0,12,28,,,"Long Branch, NJ",Stranded,"New York, NY",Sea trials
Real Action,,,Sport fishing boat,9/10/1988,1988.0,9,10,,,Atlantic City E 6 mi,Struck tow line behind tug,,
Reaper (1840),,,Schooner,11/20/1840,1840.0,11,20,,,Barnegat,Abandoned,"Cape May, NJ ","New York, NY"
Reaper (1848),,,Schooner,1/9/1848,1848.0,1,9,,,Cape May Joe Flogger Shoal,Stranded; Bilged,,"New York, NY"
Rebecca & Francis (1775),James Mather,,Transport,10/16/1775,1775.0,10,16,39.46725,-74.31784,Brigantine Beach,Stranded,,"New York, NY"
Rebecca (1824),,,Merchantman,1824,1824.0,,,,,Sandy Hook Point,,West Indies,"Halifax, NS"
Rebecca (1830),,,,12/1830,1830.0,12,,,,Cape May,Stranded in gale,,
Rebecca (1885),,,Schooner,8/14/1885,1885.0,8,14,,,Cape May LSS NW 1.5 mi,Stranded,"Goshen, NJ","Cape May, NJ"
Rebecca C Fisher,,1840,Brig,4/19/1848,1848.0,4,19,,,Barnegat,Burned due to lightning strike,"Apalachicola, FL","New York, NY"
Rebecca Caruana (1871),Waydell Bros & Co,1867,Bark,10/5/1871,1871.0,10,5,,,Highlands E 4 mi,"Collision w/ ""Gen Barnes""","New York, NY","Savannah, GA"
Rebecca Caruana (1876),Waydell Bros & Co,1867,Bark,5/22/1876,1876.0,5,22,,,Bonds LSS N .5 mi,Stranded,"New York, NY","Matanzas, Cuba"
Rebecca Clyde,James Hand,1863,Steamship,1/2/1879,1870.0,1,2,,,Absecon,Damaged in hurricane,"Wilmington, DE","New York, NY"
Rebecca Crowell,S G Loud & Co,1873,Bark,5/12/1888,1888.0,5,12,,,Barnegat,"Collision w/ ""Gate City""","Auckland, NZ","New York, NY"
Rebecca F Lamdin,,1884,Schooner,10/12/1892,1892.0,10,12,,,Monmouth Beach LSS NE 1.5 mi,In distress,"Savannah, GA","Boston, MA"
Rebecca M Smith (1883),Jeremiah Smith & Co,1872,Schooner,3/16/1883,1883.0,3,16,,,Hereford Inlet North bar,Stranded,"Boston, MA","Philadelphia, PA"
Rebecca M Smith (1884),Jeremiah Smith & Co,1872,Schooner,12/24/1884,1884.0,12,24,,,Sandy Hook S 25 mi,Damaged in storm,,
Rebecca M Smith (1903),W T Grace,1872,Schooner,4/22/1903,1903.0,4,22,,,Cape May SE 5 mi,"Collision w/ ""E C Knight Jr""","Lloyds Neck, NY","Philadelphia, PA"
Rebecca M Smith (1904),W T Grace,1872,Schooner,8/5/1904,1904.0,8,5,,,Little Egg Harbor shoal,Stranded,"Rockport, MA","Philadelphia, PA"
Rebecca M Walls,,1879,Schooner 3 masted,6/22/1909,1909.0,6,22,,,Sandy Hook LSS NNE 2 mi,"Stranded on sunken ""Finance""","Perth Amboy, NJ","Portland, MA"
Rebecca Shepherd,George W Shepherd Jr,1873,Schooner,8/18/1879,1879.0,8,18,,,Barnegat,Foundered in gale,"Providence, RI","Philadelphia, PA"
Rebecca W Huddell (1875),J L Maloy et al,1869,Schooner,8/24/1875,1875.0,8,24,,,Cape May,Stranded; Dismasted,"Gloucester, MA","Philadelphia, PA"
Rebecca W Huddell (1886),John Middleton,1869,Schooner,9/16/1886,1886.0,9,16,,,Barnegat E 45 mi,"Collision w/ ""Jas Boyce Jr""","Lanesville, MA","Philadelphia, PA"
Reco,,,Sloop,6/17/1909,1909.0,6,17,38.93353,-74.89837,Cold Spring LSS E .5 mi,Stranded,,
Recovery,,,Brig,1805,1805.0,,,,,Sandy Hook,Foundered,England,"New York, NY"
Recruit,,1872,Schooner,12/18/1882,1882.0,12,18,,,Turtle Gut Inlet ENE 1 mi,Stranded,"New York, NY","Chincoteague, VA"
Recta,Gordon & Stamp,1882,Steamship,1/18/1893,1893.0,1,18,38.89814,-74.96806,Cold Spring LSS SW 4 mi,Stranded,"Serifos, Greece","Philadelphia, PA"
Red Baron,,,Yacht motor,7/2/1967,1967.0,7,2,,,Atlantic City E .25 mi,Burned,,
Red Dragon,John Tallman,1899,Sloop,9/16/1903,1903.0,9,16,39.66134,-74.15373,Harvey Cedars LSS S 1 mi,Foundered,"Atlantic City, NJ",Fishing Banks
Red Fox,,,Barge,8/25/1932,1932.0,8,25,,,Pecks Beach,Sank,,
Red Jacket,,1848,Sidewheel steam,4/24/1868,1868.0,4,24,,,"Elizabethport, NJ",Burned,,
Reel E Bugging,,1970,Comm Fishing Vessel,11/5/2020,2020.0,11,5,39.75733,-73.46194,Barnegat Light E 34 mi,Burned,"Shinnecock, NY",
Reform,,,Schooner,5/20/1845,1845.0,5,20,40.46562,-73.96587,Sandy Hook E 1 mi,Stranded in gale,,
Register,,,Schooner,2/15/1846,1846.0,2,14,40.30506,-73.97591,"Long Branch, NJ",Stranded in gale,"New Bern, NC","New York, NY"
Reindeer (1850),,,Brig,11/8/1850,1850.0,11,8,,,Cape May Joe Flogger Shoal,Stranded in gale,"Malaga, Spain","Philadelphia, PA"
Reindeer (1862),J Snow,1859,Brig,7/11/1862,1862.0,7,11,,,Barnegat S 10 mi,Stranded; Bilged,"St Jago, Jamaica","New York, NY"
Reindeer (1867),,,Schooner,1867,1867.0,,,,,Surf City N,Stranded,,
Reindeer (1879),,1859,Bark,8/18/1879,1879.0,8,18,,,Sandy Hook E 30 mi,Damaged in gale,,"New York, NY"
Reindeer (1908),,1892,Steamship,5/26/1908,1908.0,5,26,,,"Bordentown, NJ",Burned,,
Relax,,1927,Yacht motor,7/3/1927,1927.0,7,3,,,"Highlands, NJ",Burned,,
Reliable,,1918,Motor vessel diesel,7/5/1948,1948.0,7,5,39.79138,-73.84861,Barnegat Light E 8 mi,Burned,,
Reliance (1886),,1857,Sloop,12/7/1886,1886.0,12,7,,,Island Beach LSS S 2 mi,Crushed by ice,"Tompkinsville, NY","New York, NY"
Reliance (1890),,1857,Sloop,11/22/1890,1890.0,11,22,,,Sandy Hook LSS NE .25 mi,Stranded,"Staten Island, NY","Sandy Hook, NJ"
Reliance (1933),,,Lighter,8/3/1933,1933.0,8,3,42.35694,-70.70000,"Boston, MA E",,,
Reliance (1941),Stanley Peterson,1912,Motor vessel,8/24/1941,1941.0,8,24,,,"Monmouth Beach, Long Branch",Stranded,,
Reliance (1944),,,Schooner,8/17/1944,1944.0,8,17,38.40441,-74.96983,Fenwick Island,,,
Reliance (1960),U S Navy,1960,Blimp,7/6/1960,1960.0,7,6,39.77392,-73.80000,Barnegat E 16 mi,,,
Relief,,1873,Steamship,3/21/1939,1939.0,3,21,,,"Kearny, NJ",Burned,,
Relief Lightship #37,U S Coast Guard,,Relief Lightship,8/24/1893,1893.0,8,24,,,Five Fathom Bank,Foundered,,Lightship service
Relief Lightship #505,U S Coast Guard,1904,Relief Lightship,6/24/1960,1960.0,6,24,40.45305,-73.81222,Ambrose Channel,"Collision w/ ""Green Bay""",,Lightship service
Remedios-Pascual,Marcelino Jane,1885,3 Masted Brigantine,1/3/1903,1903.0,1,3,,,"Ship Bottom, NJ",Stranded,"Buenos Aires, Argentina","New York, NY"
Repplier,,,Brig,12/19/1850,1850.0,12,19,,,Atlantic City,Stranded,,"New York, NY"
Republic (1885),Oceanic Steam Nav Co,1872,Steamship,9/19/1885,1885.0,9,19,,,Sandy Hook LSS E 1 mi,"Collision w/ ""Aurania""","New York, NY","Liverpool, England"
Republic (1886),,1882,Schooner,6/14/1886,1886.0,6,14,40.35762,-73.97168,Seabright LSS S 1.5 mi,,"Milford, DE","New York, NY"
Republic (1909),Oceanic Steam Nav Co,1903,Passenger liner,1/23/1909,1909.0,1,23,,,Nantucket Island S 26 mi,"Collision w/ ""Florida""","New York, NY",Mediterranean Ports
Republic (1942),Petroleum Navigation Co,1920,Tanker,2/22/1942,1942.0,2,22,,,"Jupiter Lighthouse, FL NE 3.5 mi",Torpedoed by U-504,"Philadelphia, PA","Houston, TX"
Rescue,,,Tug steam,11/23/1873,1873.0,11,23,,,Sandy Hook bar,Burned,,
Rettie,,,Schooner,5/2/1895,1895.0,5,2,,,Tuckerton Creek,Collision,,
Rex,Coast Dredging Co,1925,Motor vessel gas,4/24/1928,1928.0,4,24,,,Shrewsbury gas buoy,Foundered,,
Reynolds,Ranald SS Co,1878,Steamer cargo ,6/4/1901,1901.0,6,4,39.33333,-74.40972,Atlantic City E 1.5 mi,Cargo Shifted; Foundered,"Trinidad, BWI","New York, NY"
Rhine,,,Square Rigged Ship,1840,1840.0,,,39.26730,-74.58507,Ocean City,Stranded,,
Rhodella Blew (1878),C Matthews,1859,Schooner,9/4/1878,1878.0,9,4,,,Barnegat,Grounded in gale,"Norfolk, VA","New York, NY"
Rhodella Blew (1884),,1859,Schooner,3/26/1884,1884.0,3,26,38.93242,-74.90422,Cape May LSS E 3 mi,Stranded in dense fog,"New York, NY","York River, VA"
Ricardo Barros,J W Furman,1866,Schooner,11/18/1874,1874.0,11,18,,,Hereford Shoal,Stranded,Puerto Rico,"New York, NY"
Richard,,,Sailing ship,5/7/1820,1820.0,5,7,,,Great Egg Harbor NE 3 mi,Stranded,"Londonderry, England","Philadelphia, PA"
Richard T Green (1894),,1873,Brig,10/10/1894,1894.0,10,10,,,Ship Bottom LSS,Stranded,"New York, NY","Wilmington, NC"
Richard T Green (1927),Pittsburg Coal Co,1918,Schooner,1927,1927.0,,,,,"Morgan, NJ",Burned,,
Richard Thompson,Levi Ludlam,1836,Schooner,1/20/1865,1865.0,1,20,,,"Ludlams Beach, NJ",Stranded,"Fortress Monroe, Hampton, VA","Philadelphia, PA"
Richmond (1877),,,Steamship,8/13/1877,1877.0,8,13,,,Brigantine Shoal,Stranded,"Lewiston, DE","New York, NY"
Richmond (1897),,1859,Schooner,10/20/1897,1897.0,10,20,40.14103,-74.02389,Spring Lake LSS S 1 mi,Stranded,"Philadelphia, PA","Rockland, ME"
Richmond (1932),,1891,Motor vessel gas,8/17/1932,1932.0,8,17,,,Delaware River,"Collision w/ ""Gisla""",,
Richmond Packet,,,Schooner,9/7/1837,1837.0,9,7,,,Little Egg Harbor Inlet,,"Gloucester, MA",
Rideout,,1839,Brig,1838 - 1878,1860.0,,,,,Squan Inlet S 5.5 mi,,,
Ridgewood,George M Smith,1863,Schooner,3/18/1871,1871.0,3,18,,,Squan Beach,Collision w/ unknown schooner,"Georgetown, SC","New York, NY"
Right Arm,,1891,Steamship,4/22/1923,1923.0,4,22,39.33684,-74.45687,Atlantic City,Stranded,,Towing service
Ringgold,,,Schooner,8/22/1848,1848.0,8,22,,,Cape May N 7 mi,Stranded in gale; Bilged,"Baltimore, MD",Greenwich
Ringleader,,1868,Schooner - Barge,3/5/1902,1902.0,3,5,,,Sandy Hook Romer Shoal,Stranded,,
Rio Grande (1883),,,Sloop,1/16/1883,1883.0,1,16,,,Wreck Pond Inlet,Stranded,"Little Egg Harbor, NJ","New York, NY"
Rio Grande (1887),,,Sloop,5/25/1887,1887.0,5,25,,,Squan Beach LSS S 1 mi,Stranded,"Chincoteague, VA","Squan Inlet, NJ"
Rio Grande (1890),,,Sloop,12/17/1890,1890.0,12,17,,,Little Egg Harbor,Stranded,"Highlands, NJ","New York, NY"
Rio Tercero,Argentina,1915,Freighter,6/22/1942,1942.0,6,22,39.25000,-73.50000,Great Egg Inlet E 90 mi,Torpedoed by U-202,"New York, NY","Buenos Aires, Argentina"
Rio Tinto,,1911,Barge,8/9/1920,1920.0,8,9,,,"Camden, NJ S",Foundered,,
Rising States,,,Schooner,12/24/1824,1824.0,12,24,,,Deal Beach,Stranded,"Charleston, SC","New York, NY"
Rita and Lorene,Charles W Boudreau,1936,Commercial Fishing vessel,10/24/1972,1972.0,10,24,,,Cape May East 30+ mi,Apparent collision,"Wildwood, NJ","Wildwood, NJ"
Rival (1873),A Abrahamsen,,Bark,10/6/1873,1873.0,10,6,,,Highlands,"Collision w/ ""Daring""","Whitehaven, UK","New York, NY"
Rival (1904),,1902,Schooner,4/8/1904,1904.0,4,8,39.39296,-74.37517,Brigantine Shoal,Grounded in fog,"Hampton Roads, VA","New York, NY"
Rival III,William H Judson,1928,M/V Auxilary,5/27/1932,1932.0,5,27,,,Barnegat Shoal,Stranded,,
Rjukan,T Offenberg & Co,1856,Sailing ship,12/26/1876,1876.0,12,26,40.21111,-74.00000,Ocean Park,Stranded in fog,"London, England","New York, NY"
Rob Roy (1875),,,Schooner,9/1/1875,1875.0,9,1,,,Tuckers Beach,Stranded,"New York, NY","Bass River, NJ"
Rob Roy (1933),Diamond P Trans Co.,1906,Barge,10/4/1933,1933.0,10,4,,,Barnegat,Foundered,"New York, NY","Deepwater Point, NJ"
Robert Barnes Fiertz,Erie & St Lawrence Corp,1921,Barge Self-propelled ,6/12/1954,1954.0,6,12,,,Little Egg Harbor bar,Grounded in fog,,
Robert C Bonham,,1925,Motor vessel diesel,5/31/1941,1941.0,5,31,,,Jersey City 6th Street,Burned,,
Robert C Harris,,1903,Schooner,8/5/1910,1910.0,8,5,,,Monmouth Beach LSS N .1 mi,Struck sunken object,"Gloucester, MA","New York, NY"
Robert Campbell,,,Barge,5/21/1909,1909.0,5,21,38.92929,-74.91682,Cold Spring LSS W .5 mi,Stranded,,
Robert F Stockton,,,Schooner,1/2/1854,1854.0,1,2,,,,"Abandoned, dismasted, disabled","Long Island, NY","Brunswick, NJ"
Robert H Mitchell,,1875,Schooner,7/22/1894,1894.0,7,22,40.38095,-73.93696,Seabright LSS E 2 mi,Foundered,"New York, NY","Norfolk, VA"
Robert H Stanton,,,Schooner,1839,1839.0,,,,,Cape May,Abandoned in gale,"Washington, DC","New York, NY"
Robert Hadden,,1892,Tug,11/23/1901,1901.0,11,23,,,Long Branch LSS N 2 mi,Struck pier,,
Robert Hedger,,1928,Barge,5/19/1950,1950.0,5,19,,,South Amboy Coal Docks,Exploded,,
Robert J Mercer,E B Trusselen et al,1851,Schooner,10/6/1873,1873.0,10,6,,,"Long Branch, NJ","Abandoned, sinking","Philadelphia, PA","Providence, RI"
Robert J Walker,U S Coast Survey,1847,Sidewheel steam,6/21/1860,1860.0,6,21,39.21766,-74.30588,Absecon Beach E 12 mi,"Collision w/ ""Fanny""","Norfolk, VA","New York, NY"
Robert Morgan,,1883,Schooner 3 masted,1/9/1884,1884.0,1,9,,,Absecon Beach,Stranded,"Salem, MA","Philadelphia, PA"
Robert Morris,,,Schooner,5/1/1855,1855.0,5,1,,,Schuykill River entrance,Collision with ice,"Lewes, DE","Philadelphia, PA"
Robert Ruff,Ruff & Co,1871,Schooner,5/16/1885,1885.0,5,16,,,Absecon E 35 mi,Damaged; Leaking,"Tlacoralpan, Mexico","New York, NY"
Robert Walne,,,Merchantman,4/22/1816,1816.0,4,22,,,Sandy Hook,Stranded,"London, England","New York, NY"
Roberts,,,Bark,1844,1844.0,,,,,Atlantic City,Foundered,,
Roberts,,,Bark,1884,1884.0,,,,,Atlantic City,Foundered,,
Rockaway,,1877,Steamer Excursion ,3/26/1877,1877.0,3,26,39.34833,-74.41000,Atlantic City,Broke tow; Stranded,"Norfolk, VA","New York, NY"
Rockland,,,Schooner,2/13/1880,1880.0,2,13,,,"Long Branch, NJ",Foundered in gale,,
Roda,English & American Shipping Co,1897,Freighter,2/13/1908,1908.0,2,13,,,Jones Beach LSS SE .75 mi,Stranded,"Huelva, Spain","New York, NY"
Rodman R Nickerson,,1889,Schooner 3 masted,12/27/1894,1894.0,12,27,39.08570,-74.72042,Seven Mile Beach,Stranded,"Salem, MA","Philadelphia, PA"
Rodney,,,Schooner,1836,1836.0,,,40.00000,-73.16667,Toms River E 50 mi,Foundered,"Philadelphia, PA","New Bedford, MA"
Rodney Parker,Parker Corp,,Schooner,2/13/1874,1874.0,2,13,,,Sandy Hook Romer Shoal,Stranded; Bilged,"Baltimore, MD","New Haven, CT"
Roebuck,Royal Navy,1774,Frigate,1811,1811.0, , ,,,"Sheerness, England",Dismantled 1811,,
Roger Drury,,1872,Schooner,3/11/1893,1893.0,3,11,,,Sandy Hook Point,Stranded,"Satilla River, GA","Fall River, MA"
Roman,Winsor,1866,Steamship,8/11/1880,1880.0,8,11,,,Great Egg Harbor,"Collision w/ ""Theresa Wolf""","Philadelphia, PA","Boston, MA"
Root,,,Schooner,9/13/1848,1848.0,9,13,,,Brigantine Shoal,Stranded in gale,"Philadelphia, PA","Portsmouth, NH"
Roraima,Thoe Ruger,1879,Steamship,2/1/1881,1881.0,2,1,,,Shark River Inlet,Stranded,"Demerara, British Guiana","New York, NY"
Rosa,,1853,Paddlewheel Steam ferry,10/17/1902,1902.0,10,17,,,Brigantine LSS E 5 mi,In distress; Leaking,"New York, NY","Jacksonville, FL"
Roscoe S Miller,Harry Sorenson,1893,Motor vessel gas,9/3/1946,1946.0,9,3,,,Sandy Hook,Foundered,,Fishing service
Rose (1916),,1892,Barge,11/1/1916,1916.0,11,1,,,"Maurice River, NJ",Foundered,,
Rose (1933),Diamond P Trans Co.,1917,Schooner - Barge,11/11/1933,1933.0,11,11,,,Ludlams Beach Gas Buoy,Foundered,,
Rose in Bloom,,,Merchantman,8/24/1806,1806.0,8,24,,,Barnegat,Foundered in hurricane,,
Rosemary,,1907,Yacht gas,1/11/1925,1925.0,1,11,,,Sandy Hook Romer Shoal,Burned,,
Rosewell Sprague,Trufont & Drumnond,1856,,8/28/1857,1857.0,8,28,,,Squan Inlet N 2 mi,Stranded,Cardiff,"New York, NY"
Rosita,C Brink et al,1875,Bark,4/1/1879,1879.0,4,1,,,Sandy Hook E 150 mi,Damaged in gale,"New York, NY","Queenstown, MD"
Rough & Ready,,,Schooner,3/1861,1861.0,3,,,,New Jersey coast,Foundered,"New York, NY","Philadelphia, PA"
Roxana,,,Catboat,9/5/1896,1896.0,9,5,,,Turtle Gut Inlet,Foundered,,
Royal Arch,G W Frost,1873,Schooner 3 masted,2/6/1884,1884.0,2,6,,,Highlands SSE 18 mi,"Collision w/ ""Nellie Floyd""","Wicasset, ME","Baltimore, MD"
Ruhama and Mary,,,Schooner,10/1837,1837.0,10,,,,Cape May,Damaged in gale,,
Runaway,U S Goverment,1878,Steamship,9/21/1886,1886.0,9,21,,,Sandy Hook Point,Stranded,"New York, NY",
Russell #21,Anthony O Boyle,1934,Barge,10/29/1945,1945.0,10,29,39.46666,-74.03333,Egg Harbor E 14 mi,Foundered,,
Russell #29,,1938,Barge,11/25/1956,1956.0,11,25,,,"Linden, NJ",Burned,,
Russland,Red Star Line/Voenerbeck,1872,Passenger liner,3/17/1877,1877.0,3,17,,,"Long Branch, NJ","Struck sunken ""Adonis""","Antwerp, Belgium","New York, NY"
